time,weather_code,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wind_speed_10m_max,wind_gusts_10m_max,rain_sum,snowfall_sum,precipitation_hours,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,shortwave_radiation_sum,et0_fao_evapotranspiration,cloud_cover_mean,relative_humidity_2m_mean,snowfall_water_equivalent_sum,pressure_msl_mean,surface_pressure_mean,soil_temperature_0_to_100cm_mean
1960-11-25,51,8.1,5.2,10.6,9.5,20.2,1.7,0.0,6.0,6.1,9.0,2.6,2.29,0.42,78,89,0.0,1014.8,993.4,9.3
1960-11-26,51,10.7,7.2,15.7,11.3,23.4,0.9,0.0,4.0,8.9,14.5,4.6,4.38,0.73,45,84,0.0,1017.1,995.9,9.5
1960-11-27,51,9.2,4.0,15.4,14.1,29.2,1.4,0.0,7.0,6.8,13.4,1.0,4.59,0.8,41,84,0.0,1013.5,992.1,9.4
1960-11-28,61,7.7,6.3,9.1,19.3,37.8,15.4,0.0,21.0,5.3,7.3,3.0,2.39,0.37,97,92,0.0,1014.0,992.5,9.4
1960-11-29,3,3.9,1.1,6.5,20.7,38.5,0.0,0.0,0.0,0.2,2.4,-2.1,7.01,0.75,24,80,0.0,1027.4,1005.4,9.0
1960-11-30,2,3.0,-2.1,7.8,16.1,34.2,0.0,0.0,0.0,-0.0,4.5,-5.2,6.95,0.72,16,84,0.0,1029.7,1007.5,8.1
1960-12-01,2,7.6,5.1,11.1,24.1,45.4,0.0,0.0,0.0,3.5,6.7,1.0,6.91,1.22,9,76,0.0,1023.1,1001.5,8.3
1960-12-02,51,8.2,6.6,11.1,23.1,43.6,1.0,0.0,7.0,5.1,8.2,2.7,4.69,0.84,91,83,0.0,1019.9,998.4,8.5
1960-12-03,51,7.1,3.0,10.6,8.3,21.6,0.2,0.0,2.0,5.2,8.6,0.1,4.66,0.58,91,90,0.0,1025.1,1003.4,8.6
1960-12-04,3,7.1,2.7,11.8,22.0,44.3,0.0,0.0,0.0,3.1,7.4,-0.3,5.49,1.31,94,70,0.0,1018.6,997.0,8.3
1960-12-05,61,9.2,8.0,9.7,20.6,46.8,14.6,0.0,18.0,5.8,6.4,3.7,0.7,0.5,100,86,0.0,1008.6,987.4,8.6
1960-12-06,61,8.0,2.5,9.9,16.9,37.1,3.3,0.0,7.0,5.2,7.1,-0.6,3.12,0.57,87,84,0.0,1002.3,981.2,8.7
1960-12-07,3,3.3,-0.1,7.9,7.7,18.7,0.0,0.0,0.0,0.5,5.5,-3.3,6.04,0.62,44,85,0.0,1002.0,980.5,8.0
1960-12-08,3,3.0,0.7,6.1,14.3,23.8,0.0,0.0,0.0,-0.1,2.8,-2.1,5.71,0.65,94,83,0.0,1003.1,981.5,7.4
1960-12-09,71,1.9,1.4,2.7,19.2,36.4,0.3,0.98,14.0,-2.6,-1.9,-3.4,1.9,0.4,100,85,1.4,1007.3,985.5,7.1
1960-12-10,71,1.6,0.9,3.1,20.8,41.0,0.0,1.05,10.0,-3.1,-1.7,-4.6,3.34,0.59,95,80,1.5,1005.2,983.5,6.8
1960-12-11,71,1.3,0.7,2.3,23.5,46.1,0.0,0.14,2.0,-4.1,-3.2,-5.1,2.64,0.75,93,75,0.2,1013.8,991.8,6.4
1960-12-12,3,0.3,-0.4,1.1,19.0,39.6,0.0,0.0,0.0,-4.8,-4.2,-5.4,2.24,0.59,97,77,0.0,1016.9,994.8,6.0
1960-12-13,71,-1.1,-1.9,-0.5,15.6,32.0,0.0,0.07,1.0,-5.7,-4.7,-7.0,3.49,0.59,95,71,0.1,1010.3,988.2,5.6
1960-12-14,3,-0.5,-1.7,1.4,13.4,24.5,0.0,0.0,0.0,-4.0,-1.8,-5.2,4.81,0.46,90,77,0.0,1007.7,985.8,5.2
1960-12-15,71,0.0,-1.5,2.5,14.7,28.1,0.0,0.07,1.0,-3.9,-1.0,-5.4,4.99,0.55,86,78,0.1,1015.2,993.1,5.0
1960-12-16,51,-0.3,-3.7,4.5,8.8,26.3,0.3,0.0,3.0,-3.8,1.1,-7.7,3.53,0.42,51,84,0.0,1025.0,1002.7,4.6
1960-12-17,3,0.3,-2.1,4.8,7.3,19.8,0.0,0.0,0.0,-2.8,2.0,-5.5,5.98,0.52,76,86,0.0,1018.3,996.2,4.3
1960-12-18,73,-0.7,-3.0,1.4,5.3,17.6,0.3,1.89,15.0,-3.4,-1.2,-6.1,2.62,0.28,100,93,2.7,1007.6,985.7,4.1
1960-12-19,71,1.0,-2.4,2.9,14.4,29.5,0.6,0.35,6.0,-2.4,-0.6,-5.9,3.07,0.32,91,90,0.5,1006.9,985.1,4.0
1960-12-20,61,3.2,-0.0,4.9,14.0,28.8,11.8,0.0,19.0,-0.0,2.3,-3.6,0.89,0.22,87,91,0.0,1000.0,978.5,4.1
1960-12-21,71,0.3,-2.2,3.7,7.9,14.4,0.4,0.07,5.0,-2.7,1.3,-5.6,4.34,0.4,84,90,0.1,1004.9,983.1,4.0
1960-12-22,73,0.9,-1.0,2.3,18.2,38.2,1.2,3.29,19.0,-3.0,-2.1,-4.3,1.91,0.19,89,94,4.7,1013.3,991.4,3.7
1960-12-23,3,0.6,-1.8,2.2,14.5,30.2,0.0,0.0,0.0,-3.1,-1.5,-4.5,3.0,0.33,77,89,0.0,1015.2,993.2,3.6
1960-12-24,3,-3.6,-7.1,-1.2,7.1,10.8,0.0,0.0,0.0,-6.8,-4.3,-10.4,3.86,0.3,90,94,0.0,1013.3,991.0,3.4
1960-12-25,3,-2.9,-5.7,0.0,7.1,13.7,0.0,0.0,0.0,-6.5,-3.6,-9.4,6.04,0.43,58,86,0.0,1020.0,997.6,3.2
1960-12-26,51,-0.9,-7.0,3.2,16.3,34.2,0.1,0.0,1.0,-4.9,-0.7,-11.3,6.08,0.55,61,84,0.0,1017.3,995.1,3.1
1960-12-27,73,2.7,0.9,4.8,16.6,36.7,11.2,1.26,24.0,-0.3,2.7,-1.8,2.78,0.33,91,93,1.8,1011.1,989.3,3.0
1960-12-28,73,1.6,-1.1,4.0,14.1,29.9,0.6,0.63,8.0,-1.6,0.7,-5.1,4.8,0.47,88,89,0.9,1009.8,988.0,3.0
1960-12-29,73,0.7,-2.3,4.3,9.7,21.2,1.2,2.52,15.0,-2.6,1.4,-6.1,3.78,0.38,73,91,3.6,1012.1,990.2,3.0
1960-12-30,3,0.6,-1.1,2.2,9.4,19.4,0.0,0.0,0.0,-2.3,-0.4,-4.1,4.71,0.4,85,94,0.0,1018.7,996.6,2.9
1960-12-31,61,3.8,2.0,6.2,9.1,23.0,6.9,0.0,10.0,1.5,4.5,-0.8,2.32,0.31,98,95,0.0,1015.6,993.8,3.1
1961-01-01,51,2.7,0.2,4.7,6.2,15.1,1.0,0.0,9.0,0.4,2.3,-2.5,3.38,0.36,97,97,0.0,1016.2,994.3,3.4
1961-01-02,71,2.1,-2.2,6.4,29.2,60.1,2.2,0.21,9.0,-2.2,0.7,-5.5,2.59,0.48,96,89,0.3,1012.4,990.6,3.3
1961-01-03,61,6.9,4.5,8.6,35.4,76.3,10.0,0.0,17.0,2.3,5.6,0.6,1.0,0.57,92,87,0.0,998.3,977.1,4.0
1961-01-04,51,4.5,1.4,8.4,16.3,30.2,2.4,0.0,12.0,1.3,5.3,-1.5,3.77,0.56,82,84,0.0,1002.2,980.7,4.2
1961-01-05,51,1.8,-1.4,4.8,15.7,32.8,1.2,0.0,8.0,-1.8,0.7,-4.8,4.49,0.51,68,87,0.0,1018.0,996.0,4.0
1961-01-06,75,1.3,-2.1,4.1,22.7,56.2,4.1,4.41,15.0,-3.1,-0.9,-6.4,0.78,0.5,96,84,6.3,1014.7,992.7,3.6
1961-01-07,51,2.4,-1.8,5.6,10.6,24.1,1.2,0.0,8.0,-0.6,2.8,-5.6,3.73,0.43,81,90,0.0,1019.4,997.4,3.6
1961-01-08,53,3.4,-1.0,6.2,12.0,28.1,5.2,0.0,14.0,0.6,4.3,-4.6,2.1,0.33,95,92,0.0,1018.0,996.1,3.6
1961-01-09,53,3.7,0.9,7.5,11.3,31.7,3.0,0.0,8.0,0.6,4.8,-2.4,4.37,0.55,87,86,0.0,1018.2,996.4,3.8
1961-01-10,73,2.9,-0.2,5.8,19.1,40.0,11.2,0.7,13.0,-0.7,1.4,-4.3,2.2,0.4,96,89,1.0,1008.7,987.0,3.7
1961-01-11,73,3.1,2.1,4.6,24.2,49.7,5.6,4.34,24.0,-0.8,0.5,-2.6,2.8,0.24,99,97,6.2,1013.2,991.4,3.8
1961-01-12,3,1.5,-0.3,2.8,22.5,45.4,0.0,0.0,0.0,-3.0,-1.4,-4.2,3.98,0.59,78,80,0.0,1026.3,1004.1,3.8
1961-01-13,3,-0.6,-2.9,2.5,8.4,14.4,0.0,0.0,0.0,-4.0,-0.2,-6.8,6.45,0.55,51,82,0.0,1031.4,1009.0,3.5
1961-01-14,3,-0.3,-2.9,3.5,12.1,25.6,0.0,0.0,0.0,-4.2,-0.7,-6.4,6.58,0.72,66,78,0.0,1028.2,1005.9,3.2
1961-01-15,3,-0.7,-3.2,2.7,10.7,22.0,0.0,0.0,0.0,-4.1,-0.5,-7.2,6.82,0.61,51,79,0.0,1021.1,998.9,3.1
1961-01-16,3,0.0,-2.4,3.4,5.1,11.5,0.0,0.0,0.0,-3.1,0.3,-5.9,5.93,0.57,62,77,0.0,1021.1,998.9,2.9
1961-01-17,3,0.5,-1.7,3.5,6.5,12.6,0.0,0.0,0.0,-2.4,0.7,-5.1,5.07,0.5,69,86,0.0,1024.8,1002.6,2.8
1961-01-18,3,0.2,-2.3,4.1,7.2,14.8,0.0,0.0,0.0,-2.7,1.7,-5.9,6.28,0.58,54,89,0.0,1028.4,1006.0,2.6
1961-01-19,3,1.7,-3.1,7.2,16.5,32.8,0.0,0.0,0.0,-2.1,2.9,-6.7,7.15,0.78,57,84,0.0,1027.3,1005.1,2.5
1961-01-20,51,2.8,0.0,6.8,7.3,17.3,1.6,0.0,6.0,0.2,4.7,-3.3,5.21,0.58,95,89,0.0,1025.9,1003.9,2.5
1961-01-21,3,2.6,0.2,7.0,9.4,21.6,0.0,0.0,0.0,-0.4,3.9,-2.9,7.59,0.76,74,87,0.0,1019.4,997.4,2.5
1961-01-22,3,5.6,2.6,9.5,14.4,38.5,0.0,0.0,0.0,2.6,6.6,-0.6,7.19,0.88,93,82,0.0,1011.9,990.3,2.7
1961-01-23,53,4.6,2.4,7.7,6.9,14.8,4.9,0.0,22.0,2.5,6.4,-0.2,2.51,0.36,86,96,0.0,1010.0,988.4,3.0
1961-01-24,51,4.5,2.0,7.9,11.2,20.2,1.6,0.0,12.0,2.3,5.7,-0.3,4.53,0.54,95,94,0.0,1006.3,984.8,3.3
1961-01-25,53,5.0,0.8,8.0,12.8,26.3,6.4,0.0,18.0,2.2,5.8,-3.4,1.56,0.34,98,88,0.0,999.4,978.0,3.6
1961-01-26,71,0.5,-0.4,1.1,19.1,40.3,0.2,0.35,7.0,-4.2,-3.1,-5.4,2.83,0.57,99,80,0.5,1016.8,994.7,3.3
1961-01-27,3,-0.1,-2.4,3.0,14.8,27.0,0.0,0.0,0.0,-4.0,-0.3,-6.0,8.72,0.9,54,72,0.0,1026.5,1004.2,3.1
1961-01-28,55,2.1,-2.8,6.8,19.2,43.2,4.8,0.0,9.0,-1.8,2.1,-6.5,4.87,0.66,90,83,0.0,1022.7,1000.6,2.8
1961-01-29,3,2.1,-2.9,8.7,8.1,17.3,0.0,0.0,0.0,-0.8,6.1,-6.0,7.83,0.86,53,86,0.0,1027.0,1004.8,2.8
1961-01-30,55,4.4,-2.2,10.2,15.5,32.0,5.5,0.0,11.0,0.8,6.8,-6.0,3.78,0.79,96,79,0.0,1021.6,999.7,2.7
1961-01-31,61,9.4,7.4,11.5,16.5,43.2,8.6,0.0,20.0,6.8,9.8,4.0,2.08,0.47,93,88,0.0,1015.6,994.2,3.6
1961-02-01,61,6.0,2.7,10.1,17.3,49.0,4.4,0.0,11.0,2.8,7.1,-0.3,6.09,0.77,75,84,0.0,1012.4,990.9,4.2
1961-02-02,55,6.4,3.3,10.0,23.4,63.0,9.3,0.0,19.0,2.7,6.7,-0.3,3.71,0.71,84,83,0.0,1006.4,985.1,4.3
1961-02-03,71,4.9,2.2,7.5,20.2,42.8,12.5,0.49,17.0,1.1,4.1,-1.1,5.31,0.68,72,86,0.7,1009.1,987.5,4.3
1961-02-04,73,3.9,1.6,8.6,18.2,40.3,6.9,1.19,16.0,0.5,5.2,-2.0,1.42,0.24,98,93,1.7,1019.4,997.5,4.2
1961-02-05,61,6.1,4.5,8.6,14.8,32.0,12.3,0.0,14.0,4.1,6.0,2.1,1.75,0.34,100,91,0.0,1020.7,999.0,4.6
1961-02-06,51,8.7,4.7,14.2,16.3,40.0,1.0,0.0,5.0,6.3,10.9,2.1,8.5,1.24,84,84,0.0,1018.3,996.9,5.0
1961-02-07,51,6.0,2.4,10.2,15.3,34.9,0.4,0.0,4.0,2.9,6.3,-0.6,9.17,1.22,60,78,0.0,1023.0,1001.3,5.2
1961-02-08,51,6.5,3.5,9.5,8.9,16.2,0.3,0.0,3.0,4.3,7.5,1.1,5.07,0.73,97,83,0.0,1028.7,1006.9,5.1
1961-02-09,51,7.2,3.3,10.9,17.4,45.0,2.1,0.0,12.0,4.8,9.1,0.9,3.07,0.56,78,89,0.0,1031.6,1009.7,5.2
1961-02-10,51,6.9,2.5,10.5,14.7,29.2,0.2,0.0,2.0,4.3,7.2,-0.2,10.41,1.24,44,80,0.0,1035.1,1013.1,5.5
1961-02-11,3,5.5,-1.4,12.6,8.4,19.1,0.0,0.0,0.0,2.7,10.0,-5.1,10.21,1.37,59,73,0.0,1028.2,1006.3,5.1
1961-02-12,51,7.7,5.4,10.1,13.4,30.2,0.1,0.0,1.0,5.4,7.3,3.5,3.32,0.64,95,86,0.0,1026.6,1004.9,5.4
1961-02-13,2,6.4,2.4,11.4,6.2,14.8,0.0,0.0,0.0,4.5,10.1,-0.4,9.4,1.14,29,88,0.0,1026.4,1004.6,5.6
1961-02-14,3,6.2,-0.5,14.7,13.5,23.8,0.0,0.0,0.0,3.6,11.8,-3.4,11.07,1.5,22,83,0.0,1027.2,1005.4,5.5
1961-02-15,1,7.4,0.9,15.2,8.9,19.1,0.0,0.0,0.0,5.0,13.2,-2.4,11.59,1.55,15,83,0.0,1031.3,1009.4,5.7
1961-02-16,3,6.7,-0.0,13.7,6.9,14.8,0.0,0.0,0.0,4.8,12.0,-2.6,10.4,1.34,37,87,0.0,1033.6,1011.7,5.7
1961-02-17,0,7.4,-0.2,16.3,8.6,18.4,0.0,0.0,0.0,5.2,14.4,-3.3,12.16,1.71,2,79,0.0,1032.3,1010.4,5.7
1961-02-18,3,6.8,0.3,15.1,9.6,16.2,0.0,0.0,0.0,4.4,13.3,-2.9,12.28,1.67,18,80,0.0,1035.5,1013.5,5.7
1961-02-19,3,4.8,0.2,8.8,12.6,27.4,0.0,0.0,0.0,1.9,5.7,-2.9,7.49,0.8,55,91,0.0,1036.1,1013.9,5.6
1961-02-20,3,4.7,0.9,8.7,6.5,14.0,0.0,0.0,0.0,2.5,6.6,-1.6,7.34,0.89,56,89,0.0,1030.7,1008.7,5.6
1961-02-21,53,6.1,-0.7,12.6,15.8,33.5,1.5,0.0,4.0,2.8,8.7,-4.0,12.38,1.67,38,81,0.0,1026.3,1004.5,5.4
1961-02-22,55,7.4,5.1,10.2,17.7,40.3,7.3,0.0,17.0,4.1,6.7,2.3,8.28,1.08,83,85,0.0,1025.9,1004.2,5.8
1961-02-23,51,8.8,6.9,11.3,28.0,54.0,2.0,0.0,9.0,5.0,6.3,3.3,7.74,1.26,67,81,0.0,1025.3,1003.7,6.1
1961-02-24,3,9.7,7.3,13.7,25.6,51.1,0.0,0.0,0.0,5.8,9.0,3.7,12.43,1.95,67,76,0.0,1024.6,1003.1,6.5
1961-02-25,3,10.5,8.0,13.5,30.8,60.1,0.0,0.0,0.0,6.1,8.7,3.6,8.68,1.93,81,72,0.0,1024.5,1003.1,6.9
1961-02-26,3,11.3,7.4,16.2,17.4,35.3,0.0,0.0,0.0,8.9,13.3,5.5,12.41,1.9,79,79,0.0,1031.0,1009.5,7.3
1961-02-27,3,11.8,8.2,17.3,20.9,37.8,0.0,0.0,0.0,9.7,15.3,6.3,12.36,1.92,86,83,0.0,1030.4,1009.0,7.8
1961-02-28,61,8.6,5.9,10.1,28.4,53.6,6.6,0.0,9.0,4.9,7.0,1.9,6.48,1.15,74,77,0.0,1027.8,1006.2,7.8
1961-03-01,53,6.7,4.0,9.2,22.2,46.1,2.5,0.0,12.0,3.6,6.1,1.4,5.01,0.67,64,88,0.0,1030.0,1008.2,7.3
1961-03-02,2,5.5,0.5,10.8,13.1,29.5,0.0,0.0,0.0,2.3,7.2,-3.0,14.33,1.7,13,78,0.0,1034.1,1012.0,7.0
1961-03-03,51,7.3,4.1,11.0,23.8,48.6,0.3,0.0,3.0,3.7,6.0,1.3,11.87,1.6,50,79,0.0,1034.4,1012.5,7.0
1961-03-04,3,5.8,-0.1,12.0,13.0,33.5,0.0,0.0,0.0,2.8,8.7,-3.5,13.57,1.64,34,81,0.0,1034.3,1012.2,6.9
1961-03-05,1,6.9,0.5,13.6,7.8,16.6,0.0,0.0,0.0,4.8,11.9,-2.2,15.33,1.97,1,80,0.0,1035.9,1013.9,6.7
1961-03-06,3,8.3,0.3,14.9,5.7,15.5,0.0,0.0,0.0,6.5,13.7,-2.4,14.85,2.01,19,78,0.0,1034.9,1013.1,6.8
1961-03-07,2,8.2,0.4,15.7,9.8,23.8,0.0,0.0,0.0,6.1,13.6,-2.3,15.72,2.16,8,80,0.0,1033.1,1011.3,6.9
1961-03-08,1,8.7,2.1,14.8,6.5,16.6,0.0,0.0,0.0,7.0,13.8,-0.5,15.54,2.05,5,82,0.0,1032.0,1010.3,7.1
1961-03-09,0,10.0,2.4,17.4,19.5,39.6,0.0,0.0,0.0,7.3,14.3,-0.5,16.07,2.58,0,74,0.0,1032.4,1010.7,7.3
1961-03-10,3,11.2,5.5,17.8,14.4,29.5,0.0,0.0,0.0,8.8,16.1,2.2,14.17,2.29,64,72,0.0,1030.3,1008.8,7.7
1961-03-11,3,10.0,5.5,15.4,11.9,27.4,0.0,0.0,0.0,8.0,13.9,3.2,13.45,2.01,38,79,0.0,1029.3,1007.7,7.9
1961-03-12,3,9.3,2.5,16.0,9.4,19.1,0.0,0.0,0.0,7.5,14.7,0.1,16.51,2.31,18,78,0.0,1028.4,1006.8,7.9
1961-03-13,3,9.8,3.2,16.1,14.1,31.3,0.0,0.0,0.0,7.5,13.4,0.8,13.47,2.05,96,80,0.0,1025.5,1004.0,7.9
1961-03-14,3,9.5,6.7,12.7,19.0,38.5,0.0,0.0,0.0,6.5,9.5,3.9,13.84,1.82,47,82,0.0,1025.6,1004.1,8.1
1961-03-15,2,10.8,5.0,17.2,13.7,28.8,0.0,0.0,0.0,8.5,14.9,2.5,16.92,2.48,9,78,0.0,1025.6,1004.2,8.3
1961-03-16,1,10.8,2.8,19.3,10.9,22.3,0.0,0.0,0.0,9.4,18.0,0.6,17.45,2.6,4,82,0.0,1025.8,1004.4,8.5
1961-03-17,0,12.7,4.3,20.9,20.0,40.3,0.0,0.0,0.0,10.1,18.3,1.7,17.96,3.31,0,72,0.0,1023.7,1002.5,8.9
1961-03-18,61,11.6,8.0,16.9,16.9,42.5,5.6,0.0,11.0,9.1,14.6,4.6,13.75,2.28,53,77,0.0,1016.1,994.9,9.2
1961-03-19,51,7.0,4.3,9.6,17.1,37.4,1.4,0.0,9.0,3.6,5.4,0.7,14.53,1.83,60,75,0.0,1016.7,995.1,8.9
1961-03-20,3,4.8,0.8,9.2,16.6,37.1,0.0,0.0,0.0,0.8,4.6,-2.6,16.29,1.97,44,68,0.0,1016.9,995.1,8.3
1961-03-21,51,3.9,-1.3,8.3,19.0,43.6,0.1,0.0,1.0,-0.1,3.5,-4.8,11.09,1.56,43,70,0.0,1013.5,991.8,7.5
1961-03-22,1,4.2,1.6,7.5,23.4,52.2,0.0,0.0,0.0,-1.2,1.8,-3.7,19.32,2.57,11,57,0.0,1021.4,999.5,7.3
1961-03-23,0,5.2,-1.5,10.9,13.7,25.2,0.0,0.0,0.0,2.2,8.7,-5.4,19.75,2.54,0,59,0.0,1025.2,1003.3,7.1
1961-03-24,0,8.0,-0.5,14.9,9.4,18.0,0.0,0.0,0.0,5.9,13.6,-3.3,19.59,2.7,0,71,0.0,1025.1,1003.5,7.1
1961-03-25,0,9.6,2.1,15.9,9.5,21.2,0.0,0.0,0.0,7.6,14.8,-0.5,19.82,2.85,0,71,0.0,1024.3,1002.8,7.4
1961-03-26,3,9.6,1.3,17.2,9.0,19.4,0.0,0.0,0.0,7.7,16.3,-1.3,19.87,2.92,28,75,0.0,1023.0,1001.5,7.7
1961-03-27,3,7.8,3.5,11.5,21.7,42.1,0.0,0.0,0.0,4.5,7.3,0.9,10.92,1.65,58,79,0.0,1022.7,1001.1,7.7
1961-03-28,1,6.3,2.5,10.1,22.9,49.7,0.0,0.0,0.0,1.4,4.9,-2.4,20.93,3.0,15,54,0.0,1025.2,1003.4,7.6
1961-03-29,3,6.5,-0.2,12.7,9.6,18.7,0.0,0.0,0.0,3.9,10.6,-3.6,20.78,2.72,17,63,0.0,1024.0,1002.3,7.5
1961-03-30,51,9.2,0.1,16.7,6.8,14.8,0.9,0.0,4.0,7.3,15.1,-2.8,17.16,2.6,69,73,0.0,1020.6,999.1,7.7
1961-03-31,51,10.1,6.3,13.2,11.4,34.6,1.2,0.0,8.0,8.5,10.9,4.4,10.38,1.6,75,84,0.0,1019.4,998.1,8.1
1961-04-01,3,11.2,7.4,15.1,6.9,18.0,0.0,0.0,0.0,10.0,13.7,6.0,7.03,1.33,98,78,0.0,1017.4,996.2,8.3
1961-04-02,51,12.3,7.9,17.1,10.8,21.6,0.8,0.0,8.0,11.0,15.7,6.6,14.75,2.38,75,77,0.0,1013.1,992.0,8.7
1961-04-03,51,12.7,8.3,16.6,8.1,16.9,0.3,0.0,3.0,11.4,15.5,6.9,14.77,2.4,66,71,0.0,1011.6,990.6,9.1
1961-04-04,51,13.5,4.7,20.1,22.7,46.1,0.1,0.0,1.0,10.6,17.6,1.9,19.53,3.67,43,69,0.0,1010.6,989.7,9.3
1961-04-05,3,15.9,11.3,20.9,27.4,60.5,0.0,0.0,0.0,12.0,17.1,7.2,21.5,4.7,38,56,0.0,1009.6,988.8,10.0
1961-04-06,3,17.7,13.3,22.9,25.9,56.5,0.0,0.0,0.0,13.6,18.7,8.9,14.52,4.85,77,49,0.0,1007.6,987.0,10.7
1961-04-07,51,16.7,13.8,20.2,24.5,52.2,0.3,0.0,2.0,14.1,18.6,10.2,9.6,2.99,69,59,0.0,1013.1,992.3,11.0
1961-04-08,3,16.9,8.8,23.8,13.0,20.5,0.0,0.0,0.0,16.3,24.6,6.9,21.88,3.96,31,66,0.0,1016.6,995.8,11.4
1961-04-09,51,17.1,10.4,24.1,9.6,27.0,0.2,0.0,1.0,16.7,23.9,9.5,22.28,3.89,27,71,0.0,1013.4,992.7,11.8
1961-04-10,53,16.1,9.0,23.8,19.8,36.7,1.4,0.0,5.0,14.1,22.3,6.9,22.22,4.33,49,63,0.0,1009.1,988.4,12.1
1961-04-11,53,12.1,9.9,14.5,22.0,41.4,7.7,0.0,14.0,9.5,11.5,7.5,7.97,1.61,91,79,0.0,1012.9,991.8,11.8
1961-04-12,3,14.5,9.4,19.0,15.7,29.9,0.0,0.0,0.0,12.9,18.1,7.2,17.3,2.78,37,69,0.0,1016.0,995.0,11.8
1961-04-13,3,15.8,6.5,23.6,24.5,49.0,0.0,0.0,0.0,13.3,20.8,4.4,23.28,4.9,21,63,0.0,1012.6,991.8,11.9
1961-04-14,61,12.4,10.1,14.1,16.3,56.5,10.2,0.0,18.0,10.6,12.7,8.5,5.64,1.31,96,78,0.0,1011.8,990.8,11.9
1961-04-15,61,11.6,8.2,16.6,8.9,25.6,3.4,0.0,10.0,10.1,15.9,6.3,19.27,2.89,49,77,0.0,1013.5,992.4,11.7
1961-04-16,51,11.3,4.5,17.6,18.2,49.3,2.6,0.0,10.0,9.4,15.5,2.0,17.36,2.7,61,80,0.0,1011.1,990.0,11.4
1961-04-17,61,12.6,7.5,19.0,8.6,28.4,9.8,0.0,18.0,12.0,19.8,5.9,16.12,2.57,81,85,0.0,1010.6,989.6,11.6
1961-04-18,53,12.0,6.8,15.8,13.0,35.3,1.3,0.0,8.0,10.6,14.5,5.3,18.76,2.7,48,82,0.0,1016.5,995.3,11.6
1961-04-19,3,12.5,5.9,18.0,6.4,20.2,0.0,0.0,0.0,11.3,17.1,3.9,19.47,3.02,67,73,0.0,1016.0,994.8,11.6
1961-04-20,51,14.1,7.9,18.9,6.3,18.0,0.4,0.0,3.0,13.4,18.5,6.4,16.29,2.75,85,72,0.0,1016.0,995.0,11.7
1961-04-21,55,14.9,11.6,18.1,12.0,22.7,6.3,0.0,16.0,14.7,17.5,11.4,13.38,2.26,100,81,0.0,1011.0,990.1,12.0
1961-04-22,61,14.1,11.8,18.1,12.7,26.6,7.1,0.0,22.0,13.4,16.9,10.7,17.8,2.82,80,79,0.0,1003.9,983.2,12.2
1961-04-23,61,12.3,10.1,14.7,17.3,32.8,13.4,0.0,20.0,10.4,13.0,7.3,13.43,2.31,99,75,0.0,1000.2,979.4,12.2
1961-04-24,53,11.2,7.7,14.8,19.5,47.2,3.9,0.0,16.0,8.3,12.1,5.7,14.65,2.34,79,76,0.0,1009.2,988.1,11.9
1961-04-25,53,11.8,4.4,18.6,23.7,49.0,1.7,0.0,3.0,9.6,16.5,2.2,20.11,3.56,74,71,0.0,1006.9,985.9,11.8
1961-04-26,61,12.5,10.0,15.7,22.0,61.9,3.2,0.0,11.0,9.8,13.1,7.5,19.69,3.13,64,70,0.0,1010.4,989.4,12.0
1961-04-27,3,11.4,6.3,15.3,8.3,19.4,0.0,0.0,0.0,9.2,12.9,4.1,17.17,2.72,66,66,0.0,1016.3,995.0,11.8
1961-04-28,51,13.2,7.3,18.0,24.6,42.8,1.2,0.0,5.0,11.1,15.8,5.4,20.45,3.45,88,67,0.0,1006.5,985.7,11.7
1961-04-29,53,12.5,8.4,16.9,20.1,41.4,2.7,0.0,9.0,10.7,15.2,7.3,15.08,2.47,69,77,0.0,1008.0,987.1,11.8
1961-04-30,53,12.2,9.4,15.3,16.2,41.0,2.5,0.0,15.0,10.0,13.2,7.6,18.05,2.73,65,74,0.0,1015.4,994.3,11.8
1961-05-01,51,12.2,10.1,15.0,11.2,32.0,2.0,0.0,15.0,11.0,13.3,8.8,14.91,2.2,78,79,0.0,1016.9,995.7,11.7
1961-05-02,51,13.9,7.9,18.6,10.8,23.8,0.7,0.0,4.0,12.6,17.3,6.0,14.08,2.5,75,76,0.0,1014.7,993.7,11.7
1961-05-03,51,13.8,9.7,18.2,12.2,25.2,0.6,0.0,3.0,13.0,17.4,8.1,12.85,2.05,78,85,0.0,1015.2,994.2,11.9
1961-05-04,3,17.7,9.2,24.9,23.1,48.6,0.0,0.0,0.0,16.5,24.4,7.9,24.36,4.9,77,72,0.0,1014.8,994.1,12.4
1961-05-05,51,19.2,14.5,23.9,24.7,48.6,1.7,0.0,10.0,17.5,22.5,13.3,22.03,4.73,72,64,0.0,1013.7,993.1,13.2
1961-05-06,51,16.0,12.9,17.8,10.6,24.5,1.5,0.0,11.0,15.7,17.3,12.4,10.23,1.83,74,78,0.0,1020.2,999.3,13.3
1961-05-07,3,15.2,10.7,20.4,14.7,27.7,0.0,0.0,0.0,14.3,19.2,9.8,20.75,3.64,60,72,0.0,1023.1,1002.0,13.3
