time,weather_code,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wind_speed_10m_max,wind_gusts_10m_max,rain_sum,snowfall_sum,precipitation_hours,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,shortwave_radiation_sum,et0_fao_evapotranspiration,cloud_cover_mean,relative_humidity_2m_mean,snowfall_water_equivalent_sum,pressure_msl_mean,surface_pressure_mean,soil_temperature_0_to_100cm_mean
1993-07-01,63,19.0,15.4,23.3,10.5,25.6,11.1,0.0,13.0,20.1,25.0,15.8,18.58,3.31,71,84,0.0,1015.7,995.1,18.0
1993-07-02,51,19.4,15.1,23.5,10.0,21.6,0.2,0.0,1.0,20.6,25.2,16.1,22.29,3.98,71,80,0.0,1017.6,996.9,18.1
1993-07-03,3,20.2,14.9,24.8,11.9,28.1,0.0,0.0,0.0,21.0,26.1,15.5,21.23,4.01,47,76,0.0,1021.4,1000.7,18.2
1993-07-04,3,22.2,14.9,28.3,8.1,23.4,0.0,0.0,0.0,24.3,31.9,15.4,26.9,5.14,24,74,0.0,1022.1,1001.5,18.5
1993-07-05,63,22.6,16.9,30.6,27.1,42.8,16.6,0.0,9.0,24.9,34.9,18.3,23.15,4.68,53,78,0.0,1015.9,995.5,18.9
1993-07-06,51,16.6,14.2,19.2,28.1,59.8,0.4,0.0,3.0,13.1,18.2,10.1,19.56,4.05,65,67,0.0,1022.3,1001.3,18.5
1993-07-07,0,17.1,12.3,22.1,21.0,45.7,0.0,0.0,0.0,14.6,20.4,8.4,28.97,5.4,0,58,0.0,1023.5,1002.5,18.0
1993-07-08,0,18.6,11.4,24.2,10.8,25.2,0.0,0.0,0.0,18.5,25.2,10.1,28.88,5.09,0,65,0.0,1019.0,998.3,18.0
1993-07-09,55,20.9,12.5,27.6,24.9,49.7,2.5,0.0,4.0,20.2,27.2,12.1,27.02,5.94,35,64,0.0,1012.3,991.8,18.2
1993-07-10,63,15.4,12.3,17.2,23.8,40.0,36.3,0.0,23.0,14.9,16.8,11.6,4.79,1.24,99,84,0.0,1010.8,990.0,17.9
1993-07-11,61,14.3,10.8,18.3,13.8,32.4,3.0,0.0,5.0,12.8,17.1,8.6,22.0,3.66,48,69,0.0,1015.8,994.8,17.2
1993-07-12,55,13.6,10.4,17.2,14.1,34.6,3.4,0.0,12.0,12.4,16.0,9.0,18.62,2.96,47,76,0.0,1023.0,1001.9,16.8
1993-07-13,3,15.0,9.5,19.0,9.8,25.6,0.0,0.0,0.0,13.8,17.5,8.1,19.76,3.3,56,69,0.0,1024.7,1003.5,16.5
1993-07-14,3,18.5,11.7,24.4,6.6,17.6,0.0,0.0,0.0,18.9,25.4,11.2,20.6,3.8,90,70,0.0,1018.0,997.3,16.7
1993-07-15,3,21.5,14.4,27.3,8.4,19.1,0.0,0.0,0.0,23.0,29.7,14.7,24.3,4.65,52,72,0.0,1014.9,994.4,17.3
1993-07-16,51,24.2,18.4,30.4,12.1,28.1,0.4,0.0,1.0,26.2,33.0,19.0,25.24,5.25,59,71,0.0,1016.1,995.8,18.1
1993-07-17,63,22.5,19.1,26.8,8.0,25.9,15.0,0.0,14.0,25.5,31.2,21.1,18.62,3.6,54,83,0.0,1019.0,998.5,18.6
1993-07-18,51,22.3,19.1,26.8,9.6,25.9,0.1,0.0,1.0,24.4,28.8,20.4,18.5,3.77,71,77,0.0,1017.8,997.3,18.8
1993-07-19,51,20.1,17.3,22.6,15.0,30.2,0.1,0.0,1.0,19.9,21.9,16.3,16.52,3.62,72,66,0.0,1013.9,993.4,18.8
1993-07-20,55,16.6,14.3,19.7,11.3,33.5,3.5,0.0,8.0,16.0,19.7,13.7,15.69,2.81,67,76,0.0,1013.9,993.1,18.3
1993-07-21,51,16.4,13.1,20.0,16.6,36.7,1.2,0.0,7.0,15.4,19.3,12.0,20.38,3.45,54,76,0.0,1020.1,999.2,18.0
1993-07-22,51,16.2,12.5,19.5,14.8,33.1,0.2,0.0,2.0,14.8,17.9,11.3,17.09,3.14,53,71,0.0,1024.2,1003.2,17.7
1993-07-23,3,17.7,10.9,23.2,11.9,26.6,0.0,0.0,0.0,17.4,23.0,9.7,23.55,4.26,51,70,0.0,1024.7,1003.7,17.6
1993-07-24,51,20.5,11.9,27.9,23.2,47.2,0.2,0.0,1.0,20.1,27.4,11.5,25.87,5.66,49,67,0.0,1016.8,996.2,17.9
1993-07-25,53,20.5,15.6,23.2,22.7,41.0,2.2,0.0,5.0,19.7,23.9,14.3,19.97,4.45,74,63,0.0,1014.1,993.6,18.4
1993-07-26,51,16.9,12.7,20.4,13.8,29.5,0.1,0.0,1.0,15.4,18.4,11.5,18.38,3.59,67,64,0.0,1020.1,999.2,18.0
1993-07-27,2,18.8,11.0,24.8,7.1,19.4,0.0,0.0,0.0,18.9,26.3,9.8,26.4,4.63,22,64,0.0,1022.4,1001.6,17.9
1993-07-28,2,22.2,15.3,27.9,7.2,17.3,0.0,0.0,0.0,23.9,30.6,16.1,21.3,4.18,19,71,0.0,1021.4,1000.9,18.3
1993-07-29,1,24.5,16.8,31.6,10.8,24.8,0.0,0.0,0.0,26.9,34.6,18.2,26.57,5.51,3,67,0.0,1017.8,997.5,19.0
1993-07-30,61,24.9,20.0,30.3,22.9,52.9,7.7,0.0,6.0,25.6,30.6,21.2,23.81,5.65,39,64,0.0,1014.5,994.2,19.5
1993-07-31,53,18.1,15.6,20.8,15.8,33.5,1.3,0.0,2.0,16.7,20.6,13.6,17.5,3.66,52,66,0.0,1022.9,1002.0,19.3
1993-08-01,1,19.0,12.9,24.1,13.3,31.7,0.0,0.0,0.0,18.5,25.0,10.9,26.8,4.88,3,62,0.0,1020.4,999.7,18.9
1993-08-02,2,23.2,14.5,29.8,7.5,19.8,0.0,0.0,0.0,24.3,31.6,14.6,23.14,4.76,26,60,0.0,1017.9,997.5,19.1
1993-08-03,3,23.4,17.2,29.6,6.0,20.9,0.0,0.0,0.0,25.5,32.6,18.4,22.79,4.54,36,69,0.0,1018.0,997.6,19.6
1993-08-04,51,24.2,17.7,30.2,6.7,28.8,0.4,0.0,2.0,27.2,33.1,19.6,22.64,4.53,24,75,0.0,1017.9,997.5,20.0
1993-08-05,61,23.9,18.2,30.5,9.4,30.6,4.1,0.0,2.0,26.7,33.1,19.8,19.83,4.05,48,75,0.0,1017.9,997.5,20.3
1993-08-06,3,20.8,16.1,24.9,13.3,30.6,0.0,0.0,0.0,20.7,25.6,15.1,22.83,4.61,28,65,0.0,1021.4,1000.7,20.2
1993-08-07,3,20.1,12.8,26.9,7.8,20.5,0.0,0.0,0.0,20.0,27.1,11.9,25.68,4.93,42,59,0.0,1018.7,998.1,19.9
1993-08-08,53,22.3,16.6,27.7,12.5,29.9,1.2,0.0,3.0,22.6,28.3,16.8,22.81,4.91,37,59,0.0,1017.1,996.7,20.0
1993-08-09,3,20.5,15.1,24.7,16.1,34.6,0.0,0.0,0.0,19.5,22.6,14.2,20.55,4.57,64,58,0.0,1018.6,998.0,19.9
1993-08-10,51,19.8,17.0,22.6,14.2,31.3,0.1,0.0,1.0,20.1,22.6,17.1,8.37,2.14,91,71,0.0,1017.1,996.5,19.7
1993-08-11,3,20.9,18.0,25.0,7.6,18.7,0.0,0.0,0.0,21.5,25.4,18.7,15.61,3.21,57,64,0.0,1017.6,997.1,19.6
1993-08-12,1,23.1,15.3,31.1,11.8,30.2,0.0,0.0,0.0,24.1,32.4,15.9,23.95,5.07,16,62,0.0,1015.5,995.1,19.7
1993-08-13,3,22.2,17.3,27.0,10.4,27.0,0.0,0.0,0.0,22.9,28.7,17.3,22.95,4.59,32,64,0.0,1018.5,998.0,20.0
1993-08-14,3,24.3,17.2,29.7,25.6,60.8,0.0,0.0,0.0,23.9,29.0,17.7,21.7,5.69,33,61,0.0,1014.8,994.5,20.2
1993-08-15,63,23.1,18.7,26.9,10.4,24.5,2.9,0.0,2.0,24.3,28.2,19.3,18.86,4.0,55,64,0.0,1018.4,997.9,20.5
1993-08-16,3,24.1,19.2,29.6,7.5,19.8,0.0,0.0,0.0,25.9,31.6,20.7,21.4,4.35,67,63,0.0,1019.0,998.7,20.6
1993-08-17,1,24.7,18.5,30.7,12.2,25.6,0.0,0.0,0.0,25.8,32.4,19.8,22.77,5.21,5,60,0.0,1021.0,1000.6,20.8
1993-08-18,0,24.3,17.8,30.6,10.5,24.5,0.0,0.0,0.0,25.4,32.2,18.5,23.87,5.15,3,60,0.0,1021.0,1000.6,21.0
1993-08-19,3,24.1,17.9,29.6,12.8,28.4,0.0,0.0,0.0,24.6,30.3,18.9,21.36,4.94,57,57,0.0,1022.3,1001.8,21.1
1993-08-20,1,23.3,16.1,29.8,13.0,31.0,0.0,0.0,0.0,23.0,29.4,15.8,23.82,5.39,12,53,0.0,1022.1,1001.6,21.1
1993-08-21,3,25.4,17.3,32.9,16.0,32.4,0.0,0.0,0.0,25.8,33.8,17.4,23.36,5.84,44,51,0.0,1017.0,996.8,21.3
1993-08-22,65,25.1,19.9,31.4,20.5,47.9,30.9,0.0,6.0,25.1,31.1,20.5,20.46,5.67,44,57,0.0,1012.3,992.1,21.7
1993-08-23,63,21.0,16.4,26.8,13.8,33.5,11.6,0.0,16.0,22.7,29.3,16.1,16.08,3.2,70,83,0.0,1011.9,991.5,21.5
1993-08-24,55,15.3,13.5,17.6,13.7,30.2,4.1,0.0,6.0,14.5,16.8,12.8,7.57,1.6,100,82,0.0,1014.1,993.2,20.6
1993-08-25,51,16.4,13.0,20.8,11.5,23.8,1.8,0.0,6.0,15.7,20.2,11.9,12.3,2.45,84,74,0.0,1014.9,994.1,19.9
1993-08-26,3,17.4,12.5,22.2,10.5,26.6,0.0,0.0,0.0,17.0,22.5,11.6,20.57,3.58,54,70,0.0,1014.0,993.2,19.7
1993-08-27,61,17.5,14.4,21.2,13.4,32.4,10.4,0.0,19.0,17.6,21.9,13.2,12.12,2.18,80,78,0.0,1009.9,989.2,19.5
1993-08-28,51,14.6,12.1,17.1,25.4,52.2,0.8,0.0,5.0,11.5,13.5,8.9,8.4,2.33,76,71,0.0,1018.2,997.2,18.8
1993-08-29,1,15.5,11.6,20.0,20.7,46.8,0.0,0.0,0.0,12.6,17.0,8.6,20.76,3.98,10,60,0.0,1023.5,1002.5,18.4
1993-08-30,3,15.3,8.8,21.3,8.0,18.7,0.0,0.0,0.0,14.4,21.5,7.0,22.6,3.82,15,65,0.0,1024.4,1003.3,18.1
1993-08-31,2,15.6,9.7,20.5,20.2,43.9,0.0,0.0,0.0,13.4,18.6,8.0,20.68,3.86,18,67,0.0,1021.8,1000.8,17.9
1993-09-01,0,15.8,10.7,21.1,20.3,46.4,0.0,0.0,0.0,13.1,18.7,7.6,21.68,4.24,1,61,0.0,1022.1,1001.1,17.8
1993-09-02,3,15.5,8.9,21.5,9.5,22.3,0.0,0.0,0.0,14.5,21.3,7.3,21.92,3.73,13,67,0.0,1020.5,999.5,17.6
1993-09-03,3,16.9,10.1,22.9,11.3,25.9,0.0,0.0,0.0,16.1,22.4,9.0,17.24,3.34,49,68,0.0,1013.9,993.1,17.6
1993-09-04,51,14.9,12.3,17.3,21.3,44.3,0.2,0.0,1.0,12.5,14.3,10.0,17.04,3.05,43,67,0.0,1013.9,993.0,17.5
1993-09-05,3,13.5,9.3,17.3,17.7,39.6,0.0,0.0,0.0,10.8,14.1,7.2,16.65,3.01,26,67,0.0,1017.6,996.5,17.0
1993-09-06,51,15.3,6.9,22.9,15.9,32.8,0.4,0.0,3.0,13.8,21.0,4.9,17.32,3.35,78,69,0.0,1014.7,993.8,16.8
1993-09-07,51,17.5,14.6,20.2,23.0,49.7,0.7,0.0,3.0,16.3,18.6,13.4,12.43,2.56,86,77,0.0,1010.8,990.1,17.2
1993-09-08,63,18.9,16.7,22.0,18.8,40.7,21.9,0.0,17.0,19.2,22.9,16.1,12.91,2.34,58,85,0.0,1007.8,987.3,17.4
1993-09-09,63,18.8,15.5,21.2,17.8,49.7,36.4,0.0,12.0,19.8,23.8,16.5,7.83,1.57,72,88,0.0,1007.3,986.8,17.5
1993-09-10,61,16.5,12.5,21.0,9.0,31.3,3.9,0.0,4.0,16.1,20.3,11.9,13.34,2.44,54,77,0.0,1012.5,991.7,17.4
1993-09-11,53,15.4,12.1,17.9,16.4,38.9,3.8,0.0,11.0,14.5,17.0,11.2,8.32,1.63,79,81,0.0,1011.5,990.7,17.0
1993-09-12,51,16.8,10.8,22.1,25.9,52.6,0.1,0.0,1.0,15.3,19.4,10.5,17.96,3.6,38,73,0.0,1006.0,985.4,16.9
1993-09-13,65,14.7,12.4,18.0,15.9,55.8,46.5,0.0,19.0,13.3,17.9,10.3,6.96,1.4,76,82,0.0,998.7,978.1,16.9
1993-09-14,61,13.8,12.1,16.2,23.7,55.8,7.9,0.0,18.0,11.2,14.0,8.9,9.48,2.02,90,77,0.0,1003.5,982.7,16.4
1993-09-15,53,16.0,11.1,20.5,24.0,46.4,2.2,0.0,5.0,13.6,18.2,8.9,12.5,2.87,44,69,0.0,1006.0,985.4,16.2
1993-09-16,51,16.6,12.7,20.2,11.8,28.1,0.3,0.0,3.0,15.8,19.5,11.9,14.22,2.58,54,70,0.0,1012.9,992.1,16.5
1993-09-17,3,16.7,13.7,20.6,5.9,16.9,0.0,0.0,0.0,16.7,20.6,13.6,15.15,2.58,96,74,0.0,1015.6,994.7,16.6
1993-09-18,3,17.3,12.6,22.6,7.2,18.4,0.0,0.0,0.0,17.6,23.2,12.3,16.03,2.76,84,78,0.0,1015.8,995.0,16.8
1993-09-19,3,19.0,13.7,24.7,7.9,14.0,0.0,0.0,0.0,20.3,26.4,14.1,16.88,3.03,26,79,0.0,1019.1,998.3,17.1
1993-09-20,1,21.0,14.1,27.5,18.6,39.2,0.0,0.0,0.0,21.4,27.5,14.3,16.98,3.73,20,74,0.0,1019.6,999.0,17.5
1993-09-21,3,22.0,16.9,26.4,16.6,37.8,0.0,0.0,0.0,22.5,26.5,17.6,15.35,3.51,71,70,0.0,1018.0,997.5,18.0
1993-09-22,63,18.6,13.0,23.5,19.9,61.2,38.0,0.0,12.0,17.8,24.8,12.3,9.53,2.53,89,74,0.0,1013.2,992.5,18.2
1993-09-23,63,13.6,12.1,15.2,17.7,40.7,47.4,0.0,24.0,12.7,14.2,11.0,3.28,0.65,100,93,0.0,1010.9,990.0,17.4
1993-09-24,63,14.6,13.6,15.6,16.3,37.4,31.7,0.0,21.0,15.0,17.2,12.7,1.89,0.46,94,97,0.0,1006.3,985.5,17.0
1993-09-25,51,12.3,10.2,13.9,20.9,46.8,0.9,0.0,7.0,10.2,13.8,8.8,6.34,1.21,99,83,0.0,1011.5,990.4,16.6
1993-09-26,61,11.9,9.4,14.1,11.6,24.8,4.1,0.0,6.0,10.7,12.6,8.1,8.17,1.28,65,82,0.0,1016.9,995.7,16.0
1993-09-27,55,10.6,7.2,14.1,5.7,18.4,5.2,0.0,11.0,9.7,13.8,5.9,8.06,1.23,91,89,0.0,1016.6,995.4,15.4
1993-09-28,51,9.6,6.4,13.1,10.8,23.8,3.0,0.0,13.0,8.2,12.3,4.7,8.36,1.2,71,88,0.0,1017.5,996.1,14.9
1993-09-29,3,10.6,5.0,15.4,10.1,20.2,0.0,0.0,0.0,9.1,13.5,3.4,14.22,2.09,86,80,0.0,1015.0,993.7,14.6
1993-09-30,61,12.8,10.9,15.8,10.7,38.9,15.6,0.0,13.0,11.7,14.9,9.5,6.17,1.13,98,84,0.0,1011.4,990.4,14.7
1993-10-01,63,14.4,11.3,17.8,19.1,49.0,22.6,0.0,17.0,13.1,16.4,10.0,7.54,1.39,85,88,0.0,1000.5,979.9,14.7
1993-10-02,55,12.9,11.0,16.0,14.1,40.3,2.6,0.0,6.0,11.2,14.0,9.2,10.93,1.78,81,78,0.0,995.5,974.9,14.7
1993-10-03,55,12.1,9.6,15.0,16.2,41.0,1.2,0.0,1.0,10.4,13.5,7.5,10.47,1.67,69,77,0.0,1006.4,985.4,14.5
1993-10-04,61,14.0,10.1,18.1,13.0,29.2,4.0,0.0,8.0,12.9,17.6,8.5,6.44,1.23,88,82,0.0,1011.3,990.4,14.4
1993-10-05,65,16.2,13.9,19.3,24.7,66.6,30.6,0.0,12.0,14.5,17.1,12.0,7.5,1.69,86,83,0.0,1006.0,985.3,14.8
1993-10-06,63,14.7,11.2,17.9,14.9,47.5,31.1,0.0,16.0,14.0,16.6,9.8,10.76,1.63,58,87,0.0,1004.4,983.7,15.0
1993-10-07,55,13.2,7.8,17.8,17.7,58.0,8.3,0.0,11.0,11.8,15.9,6.3,11.56,1.77,56,86,0.0,1007.6,986.7,14.7
1993-10-08,63,12.6,8.5,14.7,11.5,40.0,23.1,0.0,20.0,12.1,15.3,6.8,3.95,0.74,87,91,0.0,1007.8,986.9,14.7
1993-10-09,3,11.5,4.8,16.5,17.8,35.6,0.0,0.0,0.0,9.2,13.5,2.5,12.33,2.12,63,77,0.0,1014.0,992.9,14.3
1993-10-10,3,16.4,13.1,19.1,30.2,56.9,0.0,0.0,0.0,14.3,16.7,10.8,7.06,1.95,76,77,0.0,1009.8,989.1,14.6
1993-10-11,51,19.2,16.6,22.2,34.0,72.0,0.2,0.0,1.0,16.5,19.7,13.8,10.51,3.23,63,71,0.0,1005.3,984.9,15.3
1993-10-12,63,17.0,14.1,19.5,32.1,81.7,23.5,0.0,11.0,15.4,18.3,12.7,5.32,2.07,81,75,0.0,1001.4,980.9,15.6
1993-10-13,61,16.3,13.1,20.5,28.7,79.2,4.5,0.0,6.0,13.9,17.4,11.3,10.68,2.58,79,73,0.0,1001.9,981.4,15.4
1993-10-14,63,15.1,12.7,17.7,22.4,64.1,8.1,0.0,6.0,12.8,14.7,10.2,11.42,2.32,44,71,0.0,1004.2,983.5,15.5
1993-10-15,53,12.8,9.4,16.8,19.7,47.2,0.9,0.0,3.0,10.9,14.2,8.2,8.65,1.64,48,77,0.0,1013.3,992.2,15.1
1993-10-16,61,11.6,7.1,16.6,11.2,38.5,3.3,0.0,3.0,10.4,14.7,6.1,8.07,1.34,96,83,0.0,1014.5,993.4,14.6
1993-10-17,63,12.4,10.5,15.0,8.2,37.8,33.5,0.0,22.0,12.0,15.1,10.0,5.86,0.92,90,91,0.0,1016.4,995.3,14.6
1993-10-18,51,11.9,9.5,15.4,8.0,18.4,0.2,0.0,1.0,11.2,14.8,8.6,6.9,1.08,92,90,0.0,1026.0,1004.6,14.5
1993-10-19,3,10.8,8.0,14.0,8.8,19.4,0.0,0.0,0.0,9.6,12.5,6.7,6.0,0.97,92,88,0.0,1029.2,1007.6,14.2
1993-10-20,3,9.9,7.9,13.0,9.2,20.9,0.0,0.0,0.0,8.3,11.0,6.3,7.14,1.08,87,85,0.0,1024.6,1003.1,13.9
1993-10-21,51,8.2,5.0,10.3,20.8,41.8,1.0,0.0,5.0,4.7,7.9,0.6,7.24,1.19,71,81,0.0,1017.9,996.4,13.5
1993-10-22,53,6.1,4.9,7.5,35.3,76.0,3.7,0.0,16.0,0.4,1.7,-0.8,4.98,1.08,96,80,0.0,1011.5,990.0,12.7
1993-10-23,51,6.6,5.3,8.3,19.1,44.3,0.7,0.0,4.0,2.7,4.4,1.7,3.88,0.89,93,79,0.0,1013.8,992.3,12.2
1993-10-24,53,5.6,5.3,6.1,16.7,33.8,6.3,0.0,15.0,2.4,3.1,1.5,1.58,0.31,99,93,0.0,1018.0,996.3,11.7
1993-10-25,3,6.2,4.5,8.1,14.7,31.0,0.0,0.0,0.0,2.9,4.7,1.2,3.14,0.62,92,86,0.0,1024.4,1002.6,11.3
1993-10-26,3,6.7,4.8,9.1,8.7,20.5,0.0,0.0,0.0,4.3,6.5,2.4,5.94,0.83,92,83,0.0,1025.6,1003.8,11.2
1993-10-27,3,6.4,2.5,11.2,6.4,18.7,0.0,0.0,0.0,4.4,9.3,-0.0,10.78,1.25,44,86,0.0,1024.3,1002.5,10.9
1993-10-28,3,7.7,2.1,14.1,4.9,13.3,0.0,0.0,0.0,6.0,13.0,-0.4,10.35,1.32,54,83,0.0,1021.8,1000.2,10.7
1993-10-29,3,9.1,3.2,15.4,4.9,12.6,0.0,0.0,0.0,7.7,14.3,0.9,9.26,1.25,61,83,0.0,1022.4,1000.9,10.6
1993-10-30,3,8.9,4.0,14.3,5.6,13.3,0.0,0.0,0.0,7.6,13.2,2.0,10.49,1.35,49,87,0.0,1023.1,1001.6,10.6
1993-10-31,61,7.3,2.8,12.0,4.8,14.8,3.2,0.0,5.0,5.9,10.6,0.7,7.65,1.0,90,89,0.0,1020.8,999.2,10.5
1993-11-01,55,9.0,7.1,12.0,4.0,11.9,5.0,0.0,9.0,8.2,11.6,5.7,3.75,0.58,99,92,0.0,1015.8,994.4,10.7
1993-11-02,51,11.7,6.9,16.5,17.9,31.3,1.7,0.0,9.0,10.4,14.5,5.4,6.65,1.03,67,90,0.0,1010.0,988.9,10.9
1993-11-03,51,13.7,9.8,18.0,12.7,28.1,0.2,0.0,1.0,12.9,16.7,8.5,8.52,1.32,31,84,0.0,1008.7,987.8,11.5
1993-11-04,3,11.5,7.5,16.9,6.9,12.6,0.0,0.0,0.0,11.0,17.2,6.2,7.03,1.05,60,90,0.0,1009.0,987.9,11.5
1993-11-05,3,9.3,6.1,15.1,7.9,20.5,0.0,0.0,0.0,8.0,13.9,4.3,8.69,1.15,63,91,0.0,1005.2,984.1,11.4
1993-11-06,53,7.5,5.9,9.5,6.6,11.5,2.0,0.0,6.0,6.1,8.1,3.8,3.86,0.57,99,92,0.0,1002.8,981.6,11.2
1993-11-07,51,7.6,6.4,10.3,11.8,25.2,3.6,0.0,18.0,5.9,9.2,4.1,2.67,0.45,100,94,0.0,1006.9,985.6,11.0
1993-11-08,3,7.4,6.0,8.4,10.9,19.1,0.0,0.0,0.0,5.2,6.1,4.1,2.37,0.48,95,88,0.0,1016.3,994.8,10.8
1993-11-09,3,7.8,4.8,9.6,12.2,27.4,0.0,0.0,0.0,5.4,7.0,2.6,3.12,0.57,73,87,0.0,1021.6,1000.0,10.6
1993-11-10,51,6.4,1.6,9.6,13.2,27.4,0.7,0.0,3.0,4.0,7.4,-1.0,3.77,0.6,89,89,0.0,1021.2,999.5,10.1
1993-11-11,61,8.4,4.0,10.3,14.4,27.4,11.9,0.0,16.0,6.3,9.3,1.5,1.13,0.34,90,91,0.0,1021.7,1000.2,10.3
1993-11-12,3,5.3,1.5,9.5,10.7,25.2,0.0,0.0,0.0,2.7,6.5,-1.2,5.82,0.74,44,87,0.0,1026.1,1004.3,9.8
1993-11-13,3,4.6,-0.2,9.2,17.7,34.2,0.0,0.0,0.0,1.9,5.2,-3.3,4.98,0.72,80,86,0.0,1025.0,1003.1,9.3
1993-11-14,51,9.7,5.0,13.2,19.8,40.7,0.9,0.0,4.0,6.0,11.1,1.2,3.9,1.43,52,69,0.0,1022.1,1000.7,9.7
1993-11-15,51,5.0,3.5,6.8,24.6,50.0,1.2,0.0,8.0,0.4,1.6,-0.7,3.41,0.75,70,81,0.0,1028.7,1006.8,9.3
1993-11-16,3,3.8,1.2,6.3,21.6,46.8,0.0,0.0,0.0,-0.8,1.3,-2.1,6.76,0.88,66,81,0.0,1029.3,1007.2,8.9
1993-11-17,3,1.7,-0.7,6.1,5.9,15.5,0.0,0.0,0.0,-1.1,3.5,-3.8,7.55,0.75,49,87,0.0,1028.7,1006.5,8.3
1993-11-18,3,2.3,-0.7,6.9,5.4,13.7,0.0,0.0,0.0,-0.2,4.4,-3.3,7.93,0.79,24,89,0.0,1027.3,1005.2,7.7
1993-11-19,3,2.5,0.5,5.8,5.8,14.0,0.0,0.0,0.0,-0.1,3.5,-2.1,4.9,0.55,81,87,0.0,1022.3,1000.3,7.4
1993-11-20,3,-0.0,-1.6,2.6,10.0,22.7,0.0,0.0,0.0,-3.7,-1.5,-5.4,6.26,0.62,77,80,0.0,1017.1,995.0,7.0
1993-11-21,3,-0.7,-2.6,2.4,8.0,15.1,0.0,0.0,0.0,-4.0,-0.6,-6.5,6.91,0.63,46,75,0.0,1016.1,994.0,6.4
1993-11-22,3,-2.5,-4.5,0.2,7.8,19.4,0.0,0.0,0.0,-6.4,-3.7,-8.4,6.93,0.62,43,72,0.0,1024.1,1001.7,5.9
1993-11-23,55,-1.2,-3.8,2.0,6.0,14.8,4.7,0.0,6.0,-4.5,-1.4,-7.3,5.65,0.53,100,73,0.0,1021.2,998.9,5.5
1993-11-24,53,1.7,-0.1,3.9,4.7,13.3,9.1,0.0,16.0,-0.7,2.2,-2.8,1.7,0.26,94,96,0.0,1021.0,999.0,5.3
1993-11-25,3,3.0,-2.0,10.1,8.2,16.9,0.0,0.0,0.0,0.5,8.1,-5.0,6.73,0.73,23,91,0.0,1025.2,1003.2,5.3
1993-11-26,3,0.9,-2.1,5.8,9.7,23.0,0.0,0.0,0.0,-2.2,2.6,-5.4,6.5,0.58,58,92,0.0,1026.1,1003.9,5.2
1993-11-27,3,-0.2,-1.9,2.9,6.6,16.2,0.0,0.0,0.0,-3.4,-0.3,-5.3,5.12,0.46,60,90,0.0,1026.7,1004.3,4.9
1993-11-28,2,-0.9,-3.4,3.4,6.6,14.0,0.0,0.0,0.0,-4.0,0.3,-7.1,7.04,0.59,34,87,0.0,1025.3,1002.9,4.6
1993-11-29,3,-2.1,-4.9,2.2,11.3,25.2,0.0,0.0,0.0,-6.0,-2.2,-8.8,7.41,0.67,14,77,0.0,1024.1,1001.7,4.3
1993-11-30,73,0.3,-2.9,2.9,8.7,21.2,14.5,0.84,11.0,-3.0,-0.2,-6.4,2.33,0.36,100,82,1.2,1014.5,992.4,4.1
1993-12-01,71,2.2,0.8,3.8,12.9,27.4,4.0,0.28,11.0,-0.6,0.8,-1.8,1.17,0.18,99,98,0.4,1013.4,991.6,4.0
1993-12-02,3,4.1,1.1,6.7,5.1,14.4,0.0,0.0,0.0,2.1,5.1,-1.3,2.3,0.31,98,95,0.0,1025.6,1003.7,4.4
1993-12-03,3,5.7,2.2,8.9,7.7,15.1,0.0,0.0,0.0,4.0,7.6,-0.6,3.33,0.44,94,95,0.0,1027.7,1005.8,5.0
1993-12-04,3,6.5,2.6,13.9,11.2,24.5,0.0,0.0,0.0,3.8,11.5,-0.3,6.56,0.91,79,83,0.0,1023.1,1001.3,5.3
1993-12-05,3,6.0,2.9,7.6,16.2,34.9,0.0,0.0,0.0,3.0,5.4,-0.8,2.27,0.38,84,90,0.0,1028.0,1006.1,5.7
1993-12-06,51,3.0,0.6,5.8,11.6,24.5,0.2,0.0,1.0,0.6,3.8,-2.2,4.23,0.43,89,90,0.0,1025.6,1003.6,5.6
1993-12-07,53,5.2,2.3,8.2,16.9,36.7,3.2,0.0,11.0,2.4,4.3,0.1,4.38,0.61,90,87,0.0,1021.0,999.2,5.7
1993-12-08,53,8.4,5.7,11.3,16.5,51.8,5.1,0.0,14.0,5.9,8.7,3.2,0.93,0.33,99,90,0.0,1016.8,995.3,6.2
1993-12-09,51,10.0,3.5,12.7,16.4,35.6,1.3,0.0,7.0,8.0,11.5,0.6,2.84,0.56,72,85,0.0,1019.4,998.0,6.8
1993-12-10,53,10.2,4.0,13.2,17.3,50.4,2.2,0.0,6.0,7.8,11.1,1.3,2.94,0.72,79,82,0.0,1017.7,996.4,7.1
1993-12-11,53,6.3,2.9,10.6,20.0,42.8,1.7,0.0,4.0,2.8,8.9,-0.2,5.86,0.88,51,76,0.0,1019.8,998.2,7.2
1993-12-12,51,4.2,1.0,7.1,13.7,27.4,0.1,0.0,1.0,1.2,4.1,-1.8,4.52,0.67,67,81,0.0,1023.8,1001.9,6.7
1993-12-13,3,7.6,4.1,11.0,22.8,47.9,0.0,0.0,0.0,3.5,6.9,-0.1,5.07,1.03,54,78,0.0,1011.1,989.8,6.9
